,movie_name,rating,qualifiers,release_year,protagonist_dir,IMDB_link,Summary
227,La battaglia di Algeri,8.024416164025192,58854,(1966),"Gillo Pontecorvo (dir.), Brahim Hadjadj, Jean Martin",https://www.imdb.com/title/tt0058946/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=1a264172-ae11-42e4-8ef7-7fed1973bb8f&pf_rd_r=MBY5AS7XQMWKBXS6Y8N7&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_228,"In the 1950s, fear and violence escalate as the people of Algiers fight for independence from the French government.In the 1950s, fear and violence escalate as the people of Algiers fight for independence from the French government.In the 1950s, fear and violence escalate as the people of Algiers fight for independence from the French government."
228,Rebecca,8.023520810161367,134698,(1940),"Alfred Hitchcock (dir.), Laurence Olivier, Joan Fontaine",https://www.imdb.com/title/tt0032976/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=1a264172-ae11-42e4-8ef7-7fed1973bb8f&pf_rd_r=MBY5AS7XQMWKBXS6Y8N7&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_229,A self-conscious woman juggles adjusting to her new role as an aristocrat's wife and avoiding being intimidated by his first wife's spectral presence.A self-conscious woman juggles adjusting to her new role as an aristocrat's wife and avoiding being intimidated by his first wife's spectral presence.A self-conscious woman juggles adjusting to her new role as an aristocrat's wife and avoiding being intimidated by his first wife's spectral presence.
229,To Be or Not to Be,8.023511509543496,35801,(1942),"Ernst Lubitsch (dir.), Carole Lombard, Jack Benny",https://www.imdb.com/title/tt0035446/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=1a264172-ae11-42e4-8ef7-7fed1973bb8f&pf_rd_r=MBY5AS7XQMWKBXS6Y8N7&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_230,"During the Nazi occupation of Poland, an acting troupe becomes embroiled in a Polish soldier's efforts to track down a German spy.During the Nazi occupation of Poland, an acting troupe becomes embroiled in a Polish soldier's efforts to track down a German spy.During the Nazi occupation of Poland, an acting troupe becomes embroiled in a Polish soldier's efforts to track down a German spy."
230,The Grapes of Wrath,8.022637686989865,91313,(1940),"John Ford (dir.), Henry Fonda, Jane Darwell",https://www.imdb.com/title/tt0032551/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=1a264172-ae11-42e4-8ef7-7fed1973bb8f&pf_rd_r=MBY5AS7XQMWKBXS6Y8N7&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_231,"An Oklahoma family driven off their farm by the poverty and hopelessness of the Dust Bowl joins the westward migration to California, suffering the misfortunes of the homeless in the Great D... Read allAn Oklahoma family driven off their farm by the poverty and hopelessness of the Dust Bowl joins the westward migration to California, suffering the misfortunes of the homeless in the Great Depression.An Oklahoma family driven off their farm by the poverty and hopelessness of the Dust Bowl joins the westward migration to California, suffering the misfortunes of the homeless in the Great Depression."
231,Cool Hand Luke,8.021978201220687,174103,(1967),"Stuart Rosenberg (dir.), Paul Newman, George Kennedy",https://www.imdb.com/title/tt0061512/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=1a264172-ae11-42e4-8ef7-7fed1973bb8f&pf_rd_r=MBY5AS7XQMWKBXS6Y8N7&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_232,"A laid back Southern man is sentenced to two years in a rural prison, but refuses to conform.A laid back Southern man is sentenced to two years in a rural prison, but refuses to conform.A laid back Southern man is sentenced to two years in a rural prison, but refuses to conform."
232,Amores perros,8.02174173690984,236756,(2000),"Alejandro G. Iñárritu (dir.), Emilio Echevarría, Gael García Bernal",https://www.imdb.com/title/tt0245712/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=1a264172-ae11-42e4-8ef7-7fed1973bb8f&pf_rd_r=MBY5AS7XQMWKBXS6Y8N7&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_233,"A horrific car accident connects three stories, each involving characters dealing with loss, regret, and life's harsh realities, all in the name of love.A horrific car accident connects three stories, each involving characters dealing with loss, regret, and life's harsh realities, all in the name of love.A horrific car accident connects three stories, each involving characters dealing with loss, regret, and life's harsh realities, all in the name of love."
233,Hachi: A Dog's Tale,8.021690173978133,276693,(2009),"Lasse Hallström (dir.), Richard Gere, Joan Allen",https://www.imdb.com/title/tt1028532/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=1a264172-ae11-42e4-8ef7-7fed1973bb8f&pf_rd_r=MBY5AS7XQMWKBXS6Y8N7&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_234,A college professor bonds with an abandoned dog he takes into his home.A college professor bonds with an abandoned dog he takes into his home.A college professor bonds with an abandoned dog he takes into his home.
234,Dersu Uzala,8.021097572283455,28009,(1975),"Akira Kurosawa (dir.), Maksim Munzuk, Yuriy Solomin",https://www.imdb.com/title/tt0071411/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=1a264172-ae11-42e4-8ef7-7fed1973bb8f&pf_rd_r=MBY5AS7XQMWKBXS6Y8N7&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_235,The Russian army sends an explorer on an expedition to the snowy Siberian wilderness where he makes friends with a seasoned local hunter.The Russian army sends an explorer on an expedition to the snowy Siberian wilderness where he makes friends with a seasoned local hunter.The Russian army sends an explorer on an expedition to the snowy Siberian wilderness where he makes friends with a seasoned local hunter.
235,Babam ve Oglum,8.016896730724158,85392,(2005),"Cagan Irmak (dir.), Eser Sariyar, Çetin Tekindor",https://www.imdb.com/title/tt0476735/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=1a264172-ae11-42e4-8ef7-7fed1973bb8f&pf_rd_r=MBY5AS7XQMWKBXS6Y8N7&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_236,None
236,Les quatre cents coups,8.01658119100885,115162,(1959),"François Truffaut (dir.), Jean-Pierre Léaud, Albert Rémy",https://www.imdb.com/title/tt0053198/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=1a264172-ae11-42e4-8ef7-7fed1973bb8f&pf_rd_r=MBY5AS7XQMWKBXS6Y8N7&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_237,"A young boy, left without attention, delves into a life of petty crime.A young boy, left without attention, delves into a life of petty crime.A young boy, left without attention, delves into a life of petty crime."
237,Persona,8.016270794374048,115110,(1966),"Ingmar Bergman (dir.), Bibi Andersson, Liv Ullmann",https://www.imdb.com/title/tt0060827/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=1a264172-ae11-42e4-8ef7-7fed1973bb8f&pf_rd_r=MBY5AS7XQMWKBXS6Y8N7&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_238,A nurse is put in charge of a mute actress and finds that their personae are melding together.A nurse is put in charge of a mute actress and finds that their personae are melding together.A nurse is put in charge of a mute actress and finds that their personae are melding together.
238,Life of Brian,8.016238468972825,391669,(1979),"Terry Jones (dir.), Graham Chapman, John Cleese",https://www.imdb.com/title/tt0079470/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=1a264172-ae11-42e4-8ef7-7fed1973bb8f&pf_rd_r=MBY5AS7XQMWKBXS6Y8N7&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_239,"Born on the original Christmas in the stable next door to Jesus Christ, Brian of Nazareth spends his life being mistaken for a messiah.Born on the original Christmas in the stable next door to Jesus Christ, Brian of Nazareth spends his life being mistaken for a messiah.Born on the original Christmas in the stable next door to Jesus Christ, Brian of Nazareth spends his life being mistaken for a messiah."
239,La haine,8.015034469927265,167420,(1995),"Mathieu Kassovitz (dir.), Vincent Cassel, Hubert Koundé",https://www.imdb.com/title/tt0113247/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=1a264172-ae11-42e4-8ef7-7fed1973bb8f&pf_rd_r=MBY5AS7XQMWKBXS6Y8N7&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_240,24 hours in the lives of three young men in the French suburbs the day after a violent riot.24 hours in the lives of three young men in the French suburbs the day after a violent riot.24 hours in the lives of three young men in the French suburbs the day after a violent riot.
240,Pirates of the Caribbean: The Curse of the Black Pearl,8.014548067508422,1073975,(2003),"Gore Verbinski (dir.), Johnny Depp, Geoffrey Rush",https://www.imdb.com/title/tt0325980/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=1a264172-ae11-42e4-8ef7-7fed1973bb8f&pf_rd_r=MBY5AS7XQMWKBXS6Y8N7&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_241,"Blacksmith Will Turner teams up with eccentric pirate ""Captain"" Jack Sparrow to save his love, the governor's daughter, from Jack's former pirate allies, who are now undead.Blacksmith Will Turner teams up with eccentric pirate ""Captain"" Jack Sparrow to save his love, the governor's daughter, from Jack's former pirate allies, who are now undead.Blacksmith Will Turner teams up with eccentric pirate ""Captain"" Jack Sparrow to save his love, the governor's daughter, from Jack's former pirate allies, who are now undead."
241,It Happened One Night,8.013677928286402,101900,(1934),"Frank Capra (dir.), Clark Gable, Claudette Colbert",https://www.imdb.com/title/tt0025316/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=1a264172-ae11-42e4-8ef7-7fed1973bb8f&pf_rd_r=MBY5AS7XQMWKBXS6Y8N7&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_242,"A renegade reporter trailing a young runaway heiress for a big story joins her on a bus heading from Florida to New York, and they end up stuck with each other when the bus leaves them behin... Read allA renegade reporter trailing a young runaway heiress for a big story joins her on a bus heading from Florida to New York, and they end up stuck with each other when the bus leaves them behind at one of the stops.A renegade reporter trailing a young runaway heiress for a big story joins her on a bus heading from Florida to New York, and they end up stuck with each other when the bus leaves them behind at one of the stops."
242,La novicia rebelde,8.013606796165352,225184,(1965),"Robert Wise (dir.), Julie Andrews, Christopher Plummer",https://www.imdb.com/title/tt0059742/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=1a264172-ae11-42e4-8ef7-7fed1973bb8f&pf_rd_r=MBY5AS7XQMWKBXS6Y8N7&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_243,A young novitiate is sent by her convent in 1930s Austria to become a governess to the seven children of a widowed naval officer.A young novitiate is sent by her convent in 1930s Austria to become a governess to the seven children of a widowed naval officer.A young novitiate is sent by her convent in 1930s Austria to become a governess to the seven children of a widowed naval officer.
243,La doncella,8.008267349339741,137487,(2016),"Park Chan-wook (dir.), Kim Min-hee, Ha Jung-woo",https://www.imdb.com/title/tt4016934/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=1a264172-ae11-42e4-8ef7-7fed1973bb8f&pf_rd_r=MBY5AS7XQMWKBXS6Y8N7&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_244,"A woman is hired as a handmaiden to a Japanese heiress, but secretly she is involved in a plot to defraud her.A woman is hired as a handmaiden to a Japanese heiress, but secretly she is involved in a plot to defraud her.A woman is hired as a handmaiden to a Japanese heiress, but secretly she is involved in a plot to defraud her."
244,Gandhi,8.00791322729776,227366,(1982),"Richard Attenborough (dir.), Ben Kingsley, John Gielgud",https://www.imdb.com/title/tt0083987/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=1a264172-ae11-42e4-8ef7-7fed1973bb8f&pf_rd_r=MBY5AS7XQMWKBXS6Y8N7&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_245,The life of the lawyer who became the famed leader of the Indian revolts against the British rule through his philosophy of nonviolent protest.The life of the lawyer who became the famed leader of the Indian revolts against the British rule through his philosophy of nonviolent protest.The life of the lawyer who became the famed leader of the Indian revolts against the British rule through his philosophy of nonviolent protest.
245,Aladdin,8.007027236836647,400647,(1992),"Ron Clements (dir.), Scott Weinger, Robin Williams",https://www.imdb.com/title/tt0103639/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=1a264172-ae11-42e4-8ef7-7fed1973bb8f&pf_rd_r=MBY5AS7XQMWKBXS6Y8N7&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_246,A kindhearted street urchin and a power-hungry Grand Vizier vie for a magic lamp that has the power to make their deepest wishes come true.A kindhearted street urchin and a power-hungry Grand Vizier vie for a magic lamp that has the power to make their deepest wishes come true.A kindhearted street urchin and a power-hungry Grand Vizier vie for a magic lamp that has the power to make their deepest wishes come true.
246,Historias cruzadas,8.004945566138423,448450,(2011),"Tate Taylor (dir.), Emma Stone, Viola Davis",https://www.imdb.com/title/tt1454029/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=1a264172-ae11-42e4-8ef7-7fed1973bb8f&pf_rd_r=MBY5AS7XQMWKBXS6Y8N7&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_247,"An aspiring author during the civil rights movement of the 1960s decides to write a book detailing the African American maids' point of view on the white families for which they work, and th... Read allAn aspiring author during the civil rights movement of the 1960s decides to write a book detailing the African American maids' point of view on the white families for which they work, and the hardships they go through on a daily basis.An aspiring author during the civil rights movement of the 1960s decides to write a book detailing the African American maids' point of view on the white families for which they work, and the hardships they go through on a daily basis."
247,La Bella y la Bestia,8.004554044831108,440207,(1991),"Gary Trousdale (dir.), Paige O'Hara, Robby Benson",https://www.imdb.com/title/tt0101414/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=1a264172-ae11-42e4-8ef7-7fed1973bb8f&pf_rd_r=MBY5AS7XQMWKBXS6Y8N7&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_248,A prince cursed to spend his days as a hideous monster sets out to regain his humanity by earning a young woman's love.A prince cursed to spend his days as a hideous monster sets out to regain his humanity by earning a young woman's love.A prince cursed to spend his days as a hideous monster sets out to regain his humanity by earning a young woman's love.
248,Du rififi chez les hommes,8.002669073091727,33613,(1955),"Jules Dassin (dir.), Jean Servais, Carl Möhner",https://www.imdb.com/title/tt0048021/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=1a264172-ae11-42e4-8ef7-7fed1973bb8f&pf_rd_r=MBY5AS7XQMWKBXS6Y8N7&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_249,"Four men plan a technically perfect crime, but the human element intervenes...Four men plan a technically perfect crime, but the human element intervenes...Four men plan a technically perfect crime, but the human element intervenes..."
249,Duna,8.001707748572029,547062,(2021),"Denis Villeneuve (dir.), Timothée Chalamet, Rebecca Ferguson",https://www.imdb.com/title/tt1160419/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=1a264172-ae11-42e4-8ef7-7fed1973bb8f&pf_rd_r=MBY5AS7XQMWKBXS6Y8N7&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_250,A noble family becomes embroiled in a war for control over the galaxy's most valuable asset while its heir becomes troubled by visions of a dark future.A noble family becomes embroiled in a war for control over the galaxy's most valuable asset while its heir becomes troubled by visions of a dark future.A noble family becomes embroiled in a war for control over the galaxy's most valuable asset while its heir becomes troubled by visions of a dark future.
